_id,active,createddate,lastlogin,role,signupsource,state
5ff5d15aeb7c7d12096d91a2,True,2021-01-06,2021-01-06,consumer,Email,WI
5ff7264e8f142f11dd189504,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7401ceb7c7d31ca8a46e0,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff73bea8f142f3276c3e84a,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff74f3db3348b11c93361d1,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7264e8f142f11dd189504,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7930fb3348b11c93372a6,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7268eeb7c7d12096da2a9,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7264e8f142f11dd189504,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7930fb3348b11c93372a6,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff726a0eb7c7d12096da2db,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff793dd04929111f6e90c69,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7949eb3348b11c93373d2,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7268c8f142f11dd189579,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff73b90eb7c7d31ca8a452b,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff7264e8f142f11dd189504,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff616a68f142f11dd189163,True,2021-01-06,,consumer,Email,KY
5ff7930fb3348b11c93372a6,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff79464b3348b11c933738b,True,2021-01-07,2021-01-07,consumer,Email,WI
5ff8c241b3348b11c93379fc,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8ce8504929111f6e913cb,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8ce8504929111f6e913cb,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff873ef04929111f6e910f0,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8c4e8b3348b11c9337a11,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8da28b3348b11c9337ac6,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8da7db3348b11c9337b6a,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff873ddb3348b11c9337733,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8a11db3348b11c93378aa,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff873d1b3348b11c9337716,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8ce8504929111f6e913cb,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8d634b3348b11c9337aa4,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8da28b3348b11c9337ac6,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8c330b3348b11c9337a04,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff873ddb3348b11c9337733,True,2021-01-08,2021-01-08,consumer,Email,WI
5ff8da7eb3348b11c9337b72,True,2021-01-08,2021-01-08,consumer,Email,WI
5ffcb47d04929111f6e9256c,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8ff9b3348b11c9338896,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc9001b3348b11c93388b6,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8ff9b3348b11c9338896,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8ff9b3348b11c9338896,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8ff9b3348b11c9338896,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffcb4bc04929111f6e92608,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc9d87b3348b11c9338920,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc9d87b3348b11c9338920,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffcb47d04929111f6e9256c,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc9d87b3348b11c9338920,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffcb4bc04929111f6e92608,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc8f9704929111f6e922bf,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffc9d9f04929111f6e92456,True,2021-01-11,2021-01-11,consumer,Email,WI
5ffca30604929111f6e92525,True,2021-01-11,2021-01-11,consumer,Email,WI
5fff0f9804929101d0ab0697,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff4beedf9ace121f0c17ea,True,2021-01-13,2021-01-13,consumer,Email,WI
5ffe115404929101d0aaebb2,True,2021-01-12,,consumer,Email,AL
5fff55dabd4dff11dda8f5f1,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff4beedf9ace121f0c17ea,True,2021-01-13,2021-01-13,consumer,Email,WI
5ffe115404929101d0aaebb2,True,2021-01-12,,consumer,Email,AL
5fff26bab3348b03eb45bb22,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff4c7461ffa811fdb0854c,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff26bfb3348b03eb45bb32,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff0f4fb3348b03eb45abb0,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff26f2b3348b03eb45bbb9,True,2021-01-13,2021-01-13,consumer,Email,WI
5fff55dabd4dff11dda8f5f1,True,2021-01-13,2021-01-13,consumer,Email,WI
6000d4bae2571211db395b9f,True,2021-01-14,2021-01-14,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14,2021-01-14,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14,2021-01-14,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14,2021-01-14,consumer,Email,WI
6000d46cfb296c121a81b20c,True,2021-01-14,2021-01-14,consumer,Email,WI
6000b7aefb296c121a8198b1,True,2021-01-14,2021-01-14,consumer,Email,WI
60005709bd4dff11dda90ac1,True,2021-01-14,2021-01-14,consumer,Email,WI
6000b7aefb296c121a8198b1,True,2021-01-14,2021-01-14,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14,2021-01-14,consumer,Email,WI
6000b7aefb296c121a8198b1,True,2021-01-14,2021-01-14,consumer,Email,WI
5e27526d0bdb6a138c32b556,True,2020-01-21,,consumer,Google,WI
600056a3f7e5b011fce897b0,True,2021-01-14,2021-01-14,consumer,Email,WI
6000d46cfb296c121a81b20c,True,2021-01-14,2021-01-14,consumer,Email,WI
6000d4abe2571211db395b5c,True,2021-01-14,2021-01-14,consumer,Email,WI
600056d6bd4dff11dda90a3f,True,2021-01-14,2021-01-14,consumer,Email,WI
60005704bd4dff11dda90a9d,True,2021-01-14,2021-01-14,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14,2021-01-14,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14,2021-01-14,consumer,Email,WI
600056a3f7e5b011fce897b0,True,2021-01-14,2021-01-14,consumer,Email,WI
60005709bd4dff11dda90ac1,True,2021-01-14,2021-01-14,consumer,Email,WI
6002475cfb296c121a81b98d,True,2021-01-16,,consumer,Email,WI
60024f24e257124ec6b99a13,True,2021-01-16,,consumer,Email,WI
60037329e257124ec6b99eeb,True,2021-01-16,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,True,2021-01-14,,consumer,Email,AL
6002541ae257124ec6b99a3a,True,2021-01-16,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,True,2021-01-14,,consumer,Email,AL
600258dafb296c4ef805d9b7,True,2021-01-16,,consumer,Email,WI
60025c65fb296c4ef805d9e6,True,2021-01-16,,consumer,Email,WI
60037005e257124ec6b99ec2,True,2021-01-16,,consumer,Email,WI
60025c65fb296c4ef805d9e6,True,2021-01-16,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,True,2021-01-14,,consumer,Email,AL
6000b75bbe5fc96dfee1d4d3,True,2021-01-14,,consumer,Email,AL
60025c65fb296c4ef805d9e6,True,2021-01-16,,consumer,Email,WI
6000b75bbe5fc96dfee1d4d3,True,2021-01-14,,consumer,Email,AL
6000b75bbe5fc96dfee1d4d3,True,2021-01-14,,consumer,Email,AL
60023de5fb296c121a81b955,True,2021-01-16,,consumer,Email,CO
6002541ae257124ec6b99a3a,True,2021-01-16,,consumer,Email,WI
60049cdce257124ec6b9a353,True,2021-01-17,,consumer,Email,WI
60025fe0e257124ec6b99a87,True,2021-01-16,,consumer,Email,WI
600498c4e257124ec6b9a331,True,2021-01-17,,consumer,Email,WI
6004a5d3fb296c4ef805e256,True,2021-01-17,,consumer,Email,WI
60037a94fb296c4ef805ddbe,True,2021-01-16,,consumer,Email,WI
600495c3fb296c4ef805e1fc,True,2021-01-17,,consumer,Email,WI
6004a965e257124ec6b9a39f,True,2021-01-17,,consumer,Email,WI
6007464b6e64691717e8c1f0,True,2021-01-19,2021-01-19,consumer,Email,WI
6007464b6e64691717e8c1f0,True,2021-01-19,2021-01-19,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19,2021-01-19,consumer,Email,WI
600748196e64691717e8d4f0,True,2021-01-19,2021-01-19,consumer,Email,WI
600746fd6e64691717e8cfb5,True,2021-01-19,2021-01-19,consumer,Email,WI
60074b49325c8a1794623876,True,2021-01-19,2021-01-19,consumer,Email,WI
60074b49325c8a1794623876,True,2021-01-19,2021-01-19,consumer,Email,WI
60074b996e64691717e8f11a,True,2021-01-19,2021-01-19,consumer,Email,WI
600748196e64691717e8d4f0,True,2021-01-19,2021-01-19,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19,2021-01-19,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19,2021-01-19,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19,2021-01-19,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19,2021-01-19,consumer,Email,WI
600748196e64691717e8d4f0,True,2021-01-19,2021-01-19,consumer,Email,WI
600741d06e6469120a787853,True,2021-01-19,2021-01-19,consumer,Email,WI
6007464b6e64691717e8c1f0,True,2021-01-19,2021-01-19,consumer,Email,WI
600748196e64691717e8d4f0,True,2021-01-19,2021-01-19,consumer,Email,WI
60074246325c8a12289e22a0,True,2021-01-19,2021-01-19,consumer,Email,WI
60074883325c8a1794622a12,True,2021-01-19,2021-01-19,consumer,Email,WI
6006f786fb296c7f688530f8,True,2021-01-19,,consumer,Email,AL
60088d55633aab121bb8e41a,True,2021-01-20,2021-01-20,consumer,Email,WI
6008893b633aab121bb8e0a9,True,2021-01-20,2021-01-20,consumer,Email,WI
6008893b633aab121bb8e0a9,True,2021-01-20,2021-01-20,consumer,Email,WI
60083a1e325c8a17946255de,True,2021-01-20,2021-01-20,consumer,Email,WI
6008896c633aab121bb8e11d,True,2021-01-20,,consumer,Email,WI
60086a09b6310511daa4e1e9,True,2021-01-20,2021-01-20,consumer,Email,WI
60088d55633aab121bb8e41a,True,2021-01-20,2021-01-20,consumer,Email,WI
60088e5d633aab121bb8e5cf,True,2021-01-20,2021-01-20,consumer,Email,WI
60085b3dbe5fc90ee6a67b11,True,2021-01-20,2021-01-20,consumer,Email,WI
60088e44b6310511daa4ef80,True,2021-01-20,2021-01-20,consumer,Email,WI
6008893b633aab121bb8e0a9,True,2021-01-20,2021-01-20,consumer,Email,WI
6008893b633aab121bb8e0a9,True,2021-01-20,2021-01-20,consumer,Email,WI
60088d84633aab121bb8e4a6,True,2021-01-20,2021-01-20,consumer,Email,WI
6008873eb6310511daa4e8eb,True,2021-01-20,2021-01-20,consumer,Email,WI
60086978633aab121bb8c895,True,2021-01-20,2021-01-20,consumer,Email,WI
60088a25b6310511daa4ec42,True,2021-01-20,2021-01-20,consumer,Email,WI
6008622ebe5fc9247bab4eb9,False,2021-01-20,2021-01-20,consumer,Email,WI
6008893b633aab121bb8e0a9,True,2021-01-20,2021-01-20,consumer,Email,WI
6008897ab6310511daa4ebdc,True,2021-01-20,2021-01-20,consumer,Email,WI
60088a46b6310511daa4ec97,True,2021-01-20,2021-01-20,consumer,Email,WI
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
6008f02fb6310511daa4f314,True,2021-01-21,,consumer,Email,IL
600988557d983a11f63d08ef,True,2021-01-21,2021-01-21,consumer,Email,WI
6009885c50b33111fd61eee9,True,2021-01-21,2021-01-21,consumer,Email,WI
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
6009e60450b3311194385009,True,2021-01-21,,consumer,Email,WI
6009e60450b3311194385009,True,2021-01-21,,consumer,Email,WI
6008d447b6310511daa4f281,True,2021-01-21,,consumer,Email,WI
6009e60450b3311194385009,True,2021-01-21,,consumer,Email,WI
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
60099c1450b33111fd61f702,True,2021-01-21,,consumer,Email,WI
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
6008e9cdb6310511daa4f2e4,True,2021-01-21,,consumer,Email,IL
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
600a03e17d983a124e9adb0f,True,2021-01-21,,consumer,Email,WI
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
600987d77d983a11f63cfa92,True,2021-01-21,2021-01-21,consumer,Email,WI
600992d17d983a11f63d11ad,True,2021-01-21,,consumer,Email,WI
600b477e7d983a124e9ae061,True,2021-01-22,,consumer,Email,WI
600f008f4329897eac237bd8,True,2021-01-25,2021-01-25,consumer,Email,WI
600f008f4329897eac237bd8,True,2021-01-25,2021-01-25,consumer,Email,WI
600f008f4329897eac237bd8,True,2021-01-25,2021-01-25,consumer,Email,WI
600ed4815edb7811cde6b50b,True,2021-01-25,2021-01-25,consumer,Email,WI
600f008f4329897eac237bd8,True,2021-01-25,2021-01-25,consumer,Email,WI
600f41b2bd196811e68ea219,True,2021-01-25,2021-01-25,consumer,Email,WI
600f20c15edb787dce060911,True,2021-01-25,,consumer,Email,WI
600f47f06fd0dc1768a34a12,True,2021-01-25,2021-01-25,consumer,Email,WI
600ed42e43298911ce45d1fa,True,2021-01-25,2021-01-25,consumer,Email,WI
600ed42e43298911ce45d1fa,True,2021-01-25,2021-01-25,consumer,Email,WI
600f41b2bd196811e68ea219,True,2021-01-25,2021-01-25,consumer,Email,WI
600ed42e43298911ce45d1fa,True,2021-01-25,2021-01-25,consumer,Email,WI
600f008f4329897eac237bd8,True,2021-01-25,2021-01-25,consumer,Email,WI
600f008f4329897eac237bd8,True,2021-01-25,2021-01-25,consumer,Email,WI
600eea525edb7811cde6c81c,True,2021-01-25,,consumer,Email,WI
600f008f4329897eac237bd8,True,2021-01-25,2021-01-25,consumer,Email,WI
600ed48a5edb7811cde6b549,True,2021-01-25,2021-01-25,consumer,Email,WI
600f47f06fd0dc1768a34a12,True,2021-01-25,2021-01-25,consumer,Email,WI
600f47f06fd0dc1768a34a12,True,2021-01-25,2021-01-25,consumer,Email,WI
600ed42e43298911ce45d1fa,True,2021-01-25,2021-01-25,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ec73c60b1204902af4,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1e4a4b74c120bd18777,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
600fb1ac73c60b12049027bb,True,2021-01-26,2021-01-26,consumer,Email,WI
6011f33173c60b1804ce1102,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f43ba4b74c18d3a8ca01,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f31ea4b74c18d3a8c476,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f31ea4b74c18d3a8c476,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f31ea4b74c18d3a8c476,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f42773c60b1804ce1607,True,2021-01-27,2021-01-27,consumer,Email,WI
60118bcfa4b74c18d3a8c0d7,True,2021-01-27,2021-01-27,consumer,Email,WI
6010be65a4b74c120bd19edc,True,2021-01-27,2021-01-27,consumer,Email,WI
6010bddaa4b74c120bd19dfb,True,2021-01-27,2021-01-27,consumer,Email,WI
60118c0fa4b74c18d3a8c151,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f33173c60b1804ce1102,True,2021-01-27,2021-01-27,consumer,Email,WI
6010bddaa4b74c120bd19dfb,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f33173c60b1804ce1102,True,2021-01-27,2021-01-27,consumer,Email,WI
60118bcfa4b74c18d3a8c0d7,True,2021-01-27,2021-01-27,consumer,Email,WI
6010bddaa4b74c120bd19dfb,True,2021-01-27,2021-01-27,consumer,Email,WI
60118bcfa4b74c18d3a8c0d7,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f31ea4b74c18d3a8c476,True,2021-01-27,2021-01-27,consumer,Email,WI
6010be6673c60b12049040ef,True,2021-01-27,2021-01-27,consumer,Email,WI
6011f33173c60b1804ce1102,True,2021-01-27,2021-01-27,consumer,Email,WI
6010be6173c60b12049040d7,True,2021-01-27,2021-01-27,consumer,Email,WI
60132acb73c60b3ca7f3ba32,True,2021-01-28,2021-01-28,consumer,Email,WI
60132acb73c60b3ca7f3ba32,True,2021-01-28,2021-01-28,consumer,Email,WI
600f00d05edb787dce05fb84,True,2021-01-25,,consumer,Email,WI
60132acb73c60b3ca7f3ba32,True,2021-01-28,2021-01-28,consumer,Email,WI
600f00d05edb787dce05fb84,True,2021-01-25,,consumer,Email,WI
60132b85a4b74c3cbc516295,True,2021-01-28,2021-01-28,consumer,Email,WI
60132b8b73c60b3ca7f3baee,True,2021-01-28,2021-01-28,consumer,Email,WI
600f19914329897eac238fef,True,2021-01-25,,consumer,Email,WI
6014558767804a1228b20d00,True,2021-01-29,2021-01-29,consumer,Email,WI
